,BereichsId,Ktonr,Belegdatum,BU_Schl,GKtonr,Steuersatz,EUStSatz,Belegfeld2,Umsatz_Soll,Umsatz_Haben,EingegUmsatz_SHKz,EingegUmsatz,WKz_eingeg_Umsatz,Kurs,Basiswaehrung,Stapelnummer,BSNr,Kost1,Kost2,Menge1Wert,Kennung_EB,WjMonat,Buchungstyp,Bearbeitungsstatus,Belegpruefungsstatus,Kontobewegungstyp,Kontorolle,Folgebuchungszaehler,AbwBesteuerungsart,SachverhaltLuL,FunktionsergLuL,HauptfktTypSchl49,HauptfktNrSchl49,FktErgSchl49,Herkunftskz,Beleglink,Beleginfo_Art1,Beleginfo_Inhalt1,Beleginfo_Art2,Beleginfo_Inhalt2,Beleginfo_Art3,Beleginfo_Inhalt3,Beleginfo_Art4,Beleginfo_Inhalt4,Beleginfo_Art5,Beleginfo_Inhalt5,Beleginfo_Art6,Beleginfo_Inhalt6,Beleginfo_Art7,Beleginfo_Inhalt7,Beleginfo_Art8,Beleginfo_Inhalt8,Stapelidentifikator,Belegidentifikator,Stueck,Gewicht,Gesellschaftername,Beteiligtennummer,Identifikationsnummer,Zeichnernummer,Leistungsdatum,UVA Steuermonat
46160,10,1776,05.11.2014,0.0,19123,19.0,0.0,0,21.3446,0.0,H,0.0,EUR,0.0,EUR,11-2014/0001,237,0.0,0.0,0.0,0,11,1,10,1,5,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47698,10,2120,30.09.2014,0.0,641,0.0,0.0,0,32.825748,0.0,S,0.0,EUR,0.0,EUR,09-2014/0001,100,0.0,0.0,0.0,0,9,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7903,10,1200,14.10.2015,0.0,3400,0.0,0.0,15197.0,0.0,25.95054,H,0.0,EUR,0.0,EUR,10-2015/0001,828,0.0,0.0,0.0,0,10,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84167,10,75007,05.05.2014,0.0,1365,0.0,0.0,0,1246.333662,0.0,S,0.0,EUR,0.0,EUR,05-2014/0001,46,0.0,0.0,0.0,0,5,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6159,10,1200,03.08.2015,0.0,1369,0.0,0.0,15145.0,2120.114182,0.0,S,0.0,EUR,0.0,EUR,08-2015/0001,84,0.0,0.0,0.0,0,8,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24591,10,8400,29.09.2014,0.0,1400,0.0,0.0,0,0.0,2794.547372,S,0.0,EUR,0.0,EUR,09-2014/0001,825,0.0,0.0,0.0,0,9,1,10,1,2,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20861,10,1400,18.07.2014,0.0,8400,0.0,0.0,0,0.0,311.260438,S,0.0,EUR,0.0,EUR,07-2014/0001,358,0.0,0.0,0.0,0,7,1,10,1,2,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63869,10,10476,14.03.2015,0.0,8640,19.0,0.0,0,0.0,23.411656,H,0.0,EUR,0.0,EUR,03-2015/0001,1535,0.0,0.0,0.0,0,3,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,1535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72731,10,8400,10.07.2015,0.0,11406,0.0,0.0,0,244.00248,0.0,H,0.0,EUR,0.0,EUR,07-2015/0001,2230,0.0,0.0,0.0,0,7,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,2230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34392,10,3736,23.10.2014,9.0,1600,0.0,0.0,0,0.0,610.28705,S,0.0,EUR,0.0,EUR,10-2014/0001,1514,0.0,0.0,0.0,0,10,1,10,1,2,2,2,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72366,10,11579,09.07.2014,0.0,8400,6.0,0.0,0,0.0,222.455668,S,0.0,EUR,0.0,EUR,07-2014/0001,427,0.0,0.0,0.0,0,7,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47309,10,1787,20.03.2014,0.0,70303,19.0,0.0,0,108.441802,0.0,S,0.0,EUR,0.0,EUR,03-2014/0001,1972,0.0,0.0,0.0,0,3,1,10,1,5,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79855,10,21282,30.06.2015,0.0,8640,7.0,0.0,0,0.0,167.10575,S,0.0,EUR,0.0,EUR,06-2015/0001,2430,0.0,0.0,0.0,0,6,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6959,10,1200,09.09.2015,0.0,1369,0.0,0.0,15172.0,141.166444,0.0,S,0.0,EUR,0.0,EUR,09-2015/0001,426,0.0,0.0,0.0,0,9,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71183,10,11091,16.05.2014,0.0,1200,0.0,0.0,0,0.0,54.248986,H,0.0,EUR,0.0,EUR,05-2014/0001,1469,0.0,0.0,0.0,0,5,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,1469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3808,10,1369,06.05.2015,0.0,1200,0.0,0.0,15085.0,841.527706,0.0,S,0.0,EUR,0.0,EUR,05-2015/0001,290,0.0,0.0,0.0,0,5,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24644,10,1000,29.09.2014,3.0,1400,0.0,0.0,0,0.0,170.7568,H,0.0,EUR,0.0,EUR,09-2014/0001,1687,0.0,0.0,0.0,0,9,1,10,1,2,2,1,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45011,10,1776,15.04.2015,0.0,17679,19.0,0.0,0,0.0,121.709156,H,0.0,EUR,0.0,EUR,04-2015/0001,2015,0.0,0.0,0.0,0,4,1,10,1,5,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69233,10,10195,02.06.2015,0.0,1369,0.0,0.0,15102.0,453.471644,0.0,H,0.0,EUR,0.0,EUR,06-2015/0001,153,0.0,0.0,0.0,0,6,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9082,10,4980,17.11.2014,9.0,1200,0.0,0.0,0,187.472992,0.0,H,0.0,EUR,0.0,EUR,11-2014/0001,888,0.0,0.0,0.0,0,11,1,10,1,1,2,1,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75123,10,14165,21.02.2014,0.0,8401,0.0,0.0,0,1795.215668,0.0,S,0.0,EUR,0.0,EUR,02-2014/0001,372,0.0,0.0,0.0,0,2,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16240,10,10704,30.06.2015,0.0,1369,7.0,0.0,15121.0,0.0,995.38857,S,0.0,EUR,0.0,EUR,06-2015/0001,1624,0.0,0.0,0.0,0,6,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68855,10,9000,01.01.2015,0.0,1232,6.0,0.0,0,1.145868,0.0,S,0.0,EUR,0.0,EUR,01-2015/0001,196,0.0,0.0,0.0,1,1,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24381,10,1400,06.03.2015,0.0,8640,0.0,0.0,50415.0,24.344078,0.0,S,0.0,EUR,0.0,EUR,03-2015/0001,1584,0.0,0.0,0.0,0,3,1,10,1,2,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2812,10,1200,07.04.2014,3.0,15281,19.0,0.0,0,901.5285,0.0,S,0.0,EUR,0.0,EUR,03-2014/0001,1797,0.0,0.0,0.0,0,3,1,10,1,1,1,1,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65761,10,9090,19.08.2014,0.0,4650,0.0,0.0,0,3.14552,0.0,H,0.0,EUR,0.0,EUR,08-2014/0001,823,0.0,0.0,0.0,0,8,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65210,10,12235,01.01.2014,0.0,9008,0.0,0.0,0,2879.240498,0.0,H,0.0,EUR,0.0,EUR,01-2014/0001,1177,0.0,0.0,0.0,1,1,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74083,10,13124,01.01.2015,0.0,9008,0.0,0.0,0,843.650932,0.0,S,0.0,EUR,0.0,EUR,01-2015/0001,60,0.0,0.0,0.0,1,1,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68294,10,10481,17.04.2014,0.0,8400,19.0,0.0,0,1925.05824,0.0,S,0.0,EUR,0.0,EUR,04-2014/0001,650,0.0,0.0,0.0,0,4,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77688,10,19665,18.11.2015,0.0,8640,0.0,0.0,0,133.6846,0.0,S,0.0,EUR,0.0,EUR,11-2015/0001,1797,0.0,0.0,0.0,0,11,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,1797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65985,10,8736,22.04.2015,0.0,1369,0.0,0.0,15076.0,38.58879,0.0,S,0.0,EUR,0.0,EUR,04-2015/0001,1198,0.0,0.0,0.0,0,4,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,1198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10487,10,1369,29.01.2015,0.0,1200,0.0,0.0,15019.0,0.0,13.233652,H,0.0,EUR,0.0,EUR,01-2015/0005,465,0.0,0.0,0.0,0,1,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65652,10,9090,30.06.2014,0.0,1000,7.0,0.0,0,0.0,4.04424,S,0.0,EUR,0.0,EUR,06-2014/0001,211,0.0,0.0,0.0,0,6,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44020,10,1776,13.03.2015,0.0,12033,19.0,0.0,0,0.0,6.650528,H,0.0,EUR,0.0,EUR,03-2015/0001,1733,0.0,0.0,0.0,0,3,1,10,1,5,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,1733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71415,10,10848,12.02.2015,0.0,8401,0.0,0.0,40315.0,5.145172,0.0,S,0.0,EUR,0.0,EUR,02-2015/0001,969,0.0,0.0,0.0,0,2,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65223,10,9008,01.01.2014,0.0,13217,0.0,0.0,0,2064.629456,0.0,S,0.0,EUR,0.0,EUR,01-2014/0001,1190,0.0,0.0,0.0,1,1,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11183,10,1369,02.03.2015,0.0,21159,0.0,0.0,15041.0,551.454592,0.0,S,0.0,EUR,0.0,EUR,03-2015/0001,104,0.0,0.0,0.0,0,3,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8922,10,1200,31.10.2014,0.0,11212,6.0,0.0,0,98.926604,0.0,S,0.0,EUR,0.0,EUR,10-2014/0001,1743,0.0,0.0,0.0,0,10,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,10,4930,20.02.2014,0.0,1200,0.0,0.0,0,0.0,9.312986,H,0.0,EUR,0.0,EUR,02-2014/0001,1009,0.0,0.0,0.0,0,2,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23083,10,1400,25.08.2014,0.0,8400,0.0,0.0,0,5985.733582,0.0,S,0.0,EUR,0.0,EUR,08-2014/0001,640,0.0,0.0,0.0,0,8,1,10,1,2,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65328,10,8650,06.02.2015,0.0,1369,0.0,0.0,15025.0,0.0,6.392146,H,0.0,EUR,0.0,EUR,02-2015/0001,276,0.0,0.0,0.0,0,2,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78610,10,20717,26.04.2015,11.0,8126,7.0,0.0,0,117.709852,0.0,S,0.0,EUR,0.0,EUR,04-2015/0001,2091,0.0,0.0,0.0,0,4,1,10,1,1,1,1,-,0,0,74,0,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,2091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,10,1200,03.03.2014,3.0,14165,0.0,0.0,0,1759.311804,0.0,S,0.0,EUR,0.0,EUR,03-2014/0001,931,0.0,0.0,0.0,0,3,1,10,1,1,1,1,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25233,10,8640,31.03.2015,0.0,1400,6.0,0.0,0,133.6846,0.0,S,0.0,EUR,0.0,EUR,03-2015/0001,2164,0.0,0.0,0.0,0,3,1,10,1,2,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,2164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34956,10,1576,16.01.2015,9.0,1200,6.0,0.0,15010.0,8.852392,0.0,S,0.0,EUR,0.0,EUR,01-2015/0005,221,0.0,0.0,0.0,0,1,1,10,1,3,2,1,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75382,10,15220,14.04.2015,0.0,8400,0.0,0.0,0,467.143422,0.0,S,0.0,EUR,0.0,EUR,04-2015/0001,1958,0.0,0.0,0.0,0,4,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26643,10,1400,08.05.2015,0.0,8400,0.0,0.0,70615.0,626.767328,0.0,S,0.0,EUR,0.0,EUR,05-2015/0001,1802,0.0,0.0,0.0,0,5,1,10,1,2,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,1802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79733,10,8736,01.01.2014,0.0,20097,0.0,0.0,0,0.0,59.337988,H,0.0,EUR,0.0,EUR,01-2014/0001,1509,0.0,0.0,0.0,0,1,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29574,10,1400,22.07.2015,0.0,8400,0.0,0.0,0,1209.576014,0.0,S,0.0,EUR,0.0,EUR,07-2015/0001,2457,0.0,0.0,0.0,0,7,1,10,1,2,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,2457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15980,10,1400,10.04.2014,0.0,8743,0.0,0.0,0,0.0,428.29625,H,0.0,EUR,0.0,EUR,04-2014/0001,1415,0.0,0.0,0.0,0,4,1,10,1,2,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66621,10,10201,10.06.2014,3.0,8736,0.0,0.0,0,0.0,134.92034,H,0.0,EUR,0.0,EUR,06-2014/0001,1265,0.0,0.0,0.0,0,6,1,10,1,1,2,2,-,0,0,80,1,2,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36238,10,1576,29.06.2015,0.0,71707,19.0,0.0,0,0.0,682.341926,S,0.0,EUR,0.0,EUR,06-2015/0001,2534,0.0,0.0,0.0,0,6,1,10,1,3,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,2534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52288,10,1200,07.11.2014,9.0,4730,19.0,0.0,0,0.0,240.710918,S,0.0,EUR,0.0,EUR,11-2014/0001,886,0.0,0.0,0.0,0,11,1,10,1,1,1,1,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36651,10,1774,07.02.2014,0.0,72001,19.0,0.0,0,0.0,697.620166,H,0.0,EUR,0.0,EUR,01-2014/0001,1113,0.0,0.0,0.0,0,1,1,10,1,5,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25596,10,8400,21.10.2014,0.0,1400,0.0,0.0,0,750.76822,0.0,S,0.0,EUR,0.0,EUR,10-2014/0001,583,0.0,0.0,0.0,0,10,1,10,1,2,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57214,10,4731,08.05.2015,94.0,1200,6.0,0.0,0,1235.74,0.0,S,0.0,EUR,0.0,EUR,05-2015/0001,453,0.0,0.0,0.0,0,5,1,10,1,1,2,1,-,1,190,36,190,1,RE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25360,10,1400,07.04.2015,0.0,1369,0.0,0.0,15065.0,0.0,439.653824,S,0.0,EUR,0.0,EUR,04-2015/0001,394,0.0,0.0,0.0,0,4,1,10,1,2,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55661,10,1000,19.05.2015,9.0,4580,19.0,0.0,0,56.641828,0.0,S,0.0,EUR,0.0,EUR,05-2015/0001,2382,0.0,0.0,0.0,0,5,1,10,1,1,2,1,-,0,0,30,1,1,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,2382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74523,10,13908,31.07.2015,0.0,1369,0.0,0.0,15144.0,0.0,91.265016,H,0.0,EUR,0.0,EUR,07-2015/0001,1891,0.0,0.0,0.0,0,7,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,1891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67797,10,8400,23.04.2014,0.0,10470,0.0,0.0,0,0.0,1002.6345,S,0.0,EUR,0.0,EUR,04-2014/0001,685,0.0,0.0,0.0,0,4,1,10,1,1,2,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35813,10,1750,14.11.2014,0.0,1365,0.0,0.0,0,0.0,44.936,S,0.0,EUR,0.0,EUR,11-2014/0001,24,0.0,0.0,0.0,0,11,1,10,1,1,1,1,-,0,0,0,0,0,SV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
